"","id","year","sample_site","tag_code","sex","cwt_age","post_orbital_hypural_poh","scale_age","adipose_fin_clip"
"2170","KIT2170",2019,"Kitimat R","-","F",NA,"697","41",NA
"2171","KIT2171",2019,"Kitimat R","-","F",NA,"726","41",NA
"2172","KIT2172",2019,"Kitimat R","-","F",NA,"728","41",NA
"2173","KIT2173",2019,"Kitimat R","-","F",NA,"734","41",NA
"2174","KIT2174",2019,"Kitimat R","-","F",NA,"780","41",NA
"2175","KIT2175",2019,"Kitimat R","-","F",NA,"720","41",NA
"2176","KIT2176",2019,"Kitimat R","-","M",NA,"627","3m",NA
"2177","KIT2177",2019,"Kitimat R","-","M",NA,"667","3m",NA
"2178","KIT2178",2019,"Kitimat R","-","M",NA,"668","41",NA
"2179","KIT2179",2019,"Kitimat R","-","M",NA,"699","41",NA
"2180","KIT2180",2019,"Kitimat R","-","M",NA,"742","3m",NA
"2181","KIT2181",2019,"Kitimat R","-","M",NA,"606","31",NA
"2182","KIT2182",2019,"Kitimat R","184772","M",NA,"457","21",NA
"2183","KIT2183",2019,"Kitimat R","185266","J",NA,"445","21",NA
"2184","KIT2184",2019,"Kitimat R","185266","J",NA,"403","21",NA
"2185","KIT2185",2019,"Kitimat R","183664","M",NA,"798","4M",NA
"2186","KIT2186",2019,"Kitimat R","185266","J",NA,"382","21",NA
"2187","KIT2187",2019,"Kitimat R","-","F",NA,"729","41",NA
"2188","KIT2188",2019,"Kitimat R","-","F",NA,"779","52",NA
"2189","KIT2189",2019,"Kitimat R","-","F",NA,"702","52",NA
"2190","KIT2190",2019,"Kitimat R","-","F",NA,"773","41",NA
"2191","KIT2191",2019,"Kitimat R","-","F",NA,"706","41",NA
"2192","KIT2192",2019,"Kitimat R","-","F",NA,"708","41",NA
"2193","KIT2193",2019,"Kitimat R","-","F",NA,"685","41",NA
"2194","KIT2194",2019,"Kitimat R","-","M",NA,"621","41",NA
"2195","KIT2195",2019,"Kitimat R","-","M",NA,"650","31",NA
"2196","KIT2196",2019,"Kitimat R","-","M",NA,"508","31",NA
"2197","KIT2197",2019,"Kitimat R","-","M",NA,"641","2M",NA
"2198","KIT2198",2019,"Kitimat R","-","M",NA,"535","31",NA
"2199","KIT2199",2019,"Kitimat R","-","M",NA,"632","52",NA
"2200","KIT2200",2019,"Kitimat R","-","M",NA,"756","41",NA
"2201","KIT2201",2019,"Kitimat R","-","M",NA,"749","31",NA
"2202","KIT2202",2019,"Kitimat R","NTD","F",NA,"750","41",NA
"2203","KIT2203",2019,"Kitimat R","184773","J",NA,"348","21",NA
"2204","KIT2204",2019,"Kitimat R","184773","J",NA,"402","21",NA
"2205","KIT2205",2019,"Kitimat R","183084","M",NA,"597","31",NA
"2206","KIT2206",2019,"Kitimat R","183084","M",NA,"528","31",NA
"2207","KIT2207",2019,"Kitimat R","183297","M",NA,"747","41",NA
"2208","KIT2208",2019,"Kitimat R","184188","M",NA,"545","31",NA
"2209","KIT2209",2019,"Kitimat R","-","F",NA,"699","41",NA
"2210","KIT2210",2019,"Kitimat R","-","F",NA,"742","41",NA
"2211","KIT2211",2019,"Kitimat R","-","F",NA,"744","41",NA
"2212","KIT2212",2019,"Kitimat R","-","F",NA,"731","41",NA
"2213","KIT2213",2019,"Kitimat R","-","F",NA,"696","31",NA
"2214","KIT2214",2019,"Kitimat R","-","F",NA,"666","41",NA
"2215","KIT2215",2019,"Kitimat R","-","F",NA,"719","41",NA
"2216","KIT2216",2019,"Kitimat R","-","F",NA,"778","52",NA
"2217","KIT2217",2019,"Kitimat R","-","F",NA,"753","41",NA
"2218","KIT2218",2019,"Kitimat R","-","M",NA,"693","3M",NA
"2219","KIT2219",2019,"Kitimat R","-","M",NA,"517","31",NA
"2220","KIT2220",2019,"Kitimat R","-","M",NA,"434","21",NA
"2221","KIT2221",2019,"Kitimat R","-","M",NA,"725","41",NA
"2222","KIT2222",2019,"Kitimat R","-","M",NA,"634","41",NA
"2223","KIT2223",2019,"Kitimat R","-","M",NA,"698","3M",NA
"2224","KIT2224",2019,"Kitimat R","184772","J",NA,"391","-",NA
"2225","KIT2225",2019,"Kitimat R","NTD","J",NA,"431","21",NA
"2226","KIT2226",2019,"Kitimat R","183297","F",NA,"690","-",NA
"2227","KIT2227",2019,"Kitimat R","184772","J",NA,"435","21",NA
"2228","KIT2228",2019,"Kitimat R","184772","J",NA,"414","21",NA
"2229","KIT2229",2019,"Kitimat R","184773","J",NA,"406","1M",NA
"2230","KIT2230",2019,"Kitimat R","-","F",NA,"709","3M",NA
"2231","KIT2231",2019,"Kitimat R","-","F",NA,"710","42",NA
"2232","KIT2232",2019,"Kitimat R","-","F",NA,"699","3M",NA
"2233","KIT2233",2019,"Kitimat R","-","F",NA,"703","3M",NA
"2234","KIT2234",2019,"Kitimat R","-","F",NA,"666","3M",NA
"2235","KIT2235",2019,"Kitimat R","-","F",NA,"739","-",NA
"2236","KIT2236",2019,"Kitimat R","-","M",NA,"694","41",NA
"2237","KIT2237",2019,"Kitimat R","-","M",NA,"611","2M",NA
"2238","KIT2238",2019,"Kitimat R","-","M",NA,"590","3M",NA
"2239","KIT2239",2019,"Kitimat R","-","M",NA,"612","31",NA
"2240","KIT2240",2019,"Kitimat R","-","M",NA,"517","31",NA
"2241","KIT2241",2019,"Kitimat R","-","M",NA,"747","3M",NA
"2242","KIT2242",2019,"Kitimat R","-","M",NA,"680","3M",NA
"2243","KIT2243",2019,"Kitimat R","184188","M",NA,"550","31",NA
"2244","KIT2244",2019,"Kitimat R","183297","F",NA,"758","3M",NA
"2245","KIT2245",2019,"Kitimat R","183297","F",NA,"758","41",NA
"2246","KIT2246",2019,"Kitimat R","183297","F",NA,"738","41",NA
"2247","KIT2247",2019,"Kitimat R","183297","M",NA,"677","41",NA
"2248","KIT2248",2019,"Kitimat R","183690","F",NA,"725","41",NA
"2249","KIT2249",2019,"Kitimat R","183690","F",NA,"689","41",NA
"2250","KIT2250",2019,"Kitimat R","183690","M",NA,"683","3M",NA
"2251","KIT2251",2019,"Kitimat R","-","F",NA,"757","41",NA
"2252","KIT2252",2019,"Kitimat R","-","F",NA,"811","51",NA
"2253","KIT2253",2019,"Kitimat R","-","F",NA,"665","41",NA
"2254","KIT2254",2019,"Kitimat R","-","F",NA,"763","3M",NA
"2255","KIT2255",2019,"Kitimat R","-","F",NA,"809","41",NA
"2256","KIT2256",2019,"Kitimat R","-","F",NA,"695","41",NA
"2257","KIT2257",2019,"Kitimat R","-","F",NA,"798","52",NA
"2258","KIT2258",2019,"Kitimat R","-","F",NA,"763","52",NA
"2259","KIT2259",2019,"Kitimat R","-","F",NA,"748","41",NA
"2260","KIT2260",2019,"Kitimat R","-","J",NA,"419","21",NA
"2261","KIT2261",2019,"Kitimat R","-","M",NA,"622","2M",NA
"2262","KIT2262",2019,"Kitimat R","-","M",NA,"613","2M",NA
"2263","KIT2263",2019,"Kitimat R","-","M",NA,"825","31",NA
"2264","KIT2264",2019,"Kitimat R","-","M",NA,"798","3M",NA
"2265","KIT2265",2019,"Kitimat R","-","M",NA,"551","31",NA
"2266","KIT2266",2019,"Kitimat R","-","M",NA,"734","31",NA
"2267","KIT2267",2019,"Kitimat R","-","M",NA,"760","3M",NA
"2268","KIT2268",2019,"Kitimat R","-","M",NA,"541","31",NA
"2269","KIT2269",2019,"Kitimat R","184188","M",NA,"535","-",NA
"2270","KIT2270",2019,"Kitimat R","183084","M",NA,"558","-",NA
"2271","KIT2271",2019,"Kitimat R","183297","F",NA,"732","-",NA
"2272","KIT2272",2019,"Kitimat R","183297","F",NA,"712","-",NA
"2273","KIT2273",2019,"Kitimat R","183297","M",NA,"535","-",NA
"2274","KIT2274",2019,"Kitimat R","183587","M",NA,"591","-",NA
"2275","KIT2275",2019,"Kitimat R","183666","F",NA,"754","-",NA
"2276","KIT2276",2019,"Kitimat R","183690","F",NA,"685","-",NA
"2277","KIT2277",2019,"Kitimat R","183690","F",NA,"711","-",NA
"2278","KIT2278",2019,"Kitimat R","184188","M",NA,"528","-",NA
"2279","KIT2279",2019,"Kitimat R","184476","J",NA,"446","-",NA
"2280","KIT2280",2019,"Kitimat R","184773","J",NA,"452","-",NA
"2281","KIT2281",2019,"Kitimat R","-","F",NA,"700","3M",NA
"2282","KIT2282",2019,"Kitimat R","-","F",NA,"747","3M",NA
"2283","KIT2283",2019,"Kitimat R","-","F",NA,"747","41",NA
"2284","KIT2284",2019,"Kitimat R","-","F",NA,"720","41",NA
"2285","KIT2285",2019,"Kitimat R","-","F",NA,"700","41",NA
"2286","KIT2286",2019,"Kitimat R","-","F",NA,"765","41",NA
"2287","KIT2287",2019,"Kitimat R","-","F",NA,"776","52",NA
"2288","KIT2288",2019,"Kitimat R","-","F",NA,"646","3M",NA
"2289","KIT2289",2019,"Kitimat R","-","F",NA,"707","41",NA
"2290","KIT2290",2019,"Kitimat R","-","F",NA,"707","51",NA
"2291","KIT2291",2019,"Kitimat R","-","F",NA,"680","41",NA
"2292","KIT2292",2019,"Kitimat R","-","F",NA,"764","41",NA
"2293","KIT2293",2019,"Kitimat R","-","F",NA,"716","41",NA
"2294","KIT2294",2019,"Kitimat R","-","F",NA,"702","41",NA
"2295","KIT2295",2019,"Kitimat R","-","F",NA,"722","51",NA
"2296","KIT2296",2019,"Kitimat R","-","F",NA,"666","3M",NA
"2297","KIT2297",2019,"Kitimat R","-","F",NA,"730","41",NA
"2298","KIT2298",2019,"Kitimat R","-","F",NA,"734","51",NA
"2299","KIT2299",2019,"Kitimat R","-","F",NA,"767","41",NA
"2300","KIT2300",2019,"Kitimat R","-","F",NA,"750","4M",NA
"2301","KIT2301",2019,"Kitimat R","-","F",NA,"695","3M",NA
"2302","KIT2302",2019,"Kitimat R","-","F",NA,"700","41",NA
"2303","KIT2303",2019,"Kitimat R","-","F",NA,"705","51",NA
"2304","KIT2304",2019,"Kitimat R","-","F",NA,"650","41",NA
"2305","KIT2305",2019,"Kitimat R","-","F",NA,"678","41",NA
"2306","KIT2306",2019,"Kitimat R","-","F",NA,"710","51",NA
"2307","KIT2307",2019,"Kitimat R","-","F",NA,"690","3M",NA
"2308","KIT2308",2019,"Kitimat R","-","F",NA,"745","51",NA
"2309","KIT2309",2019,"Kitimat R","-","F",NA,"712","31",NA
"2310","KIT2310",2019,"Kitimat R","-","F",NA,"704","41",NA
"2311","KIT2311",2019,"Kitimat R","-","F",NA,"704","41",NA
"2312","KIT2312",2019,"Kitimat R","-","F",NA,"736","42",NA
"2313","KIT2313",2019,"Kitimat R","-","F",NA,"735","3M",NA
"2314","KIT2314",2019,"Kitimat R","-","F",NA,"695","41",NA
"2315","KIT2315",2019,"Kitimat R","-","F",NA,"674","41",NA
"2316","KIT2316",2019,"Kitimat R","-","F",NA,"717","41",NA
"2317","KIT2317",2019,"Kitimat R","-","F",NA,"770","41",NA
"2318","KIT2318",2019,"Kitimat R","-","F",NA,"755","41",NA
"2319","KIT2319",2019,"Kitimat R","-","F",NA,"695","41",NA
"2320","KIT2320",2019,"Kitimat R","-","F",NA,"725","41",NA
"2321","KIT2321",2019,"Kitimat R","-","J",NA,"485","31",NA
"2322","KIT2322",2019,"Kitimat R","-","M",NA,"570","31",NA
"2323","KIT2323",2019,"Kitimat R","-","M",NA,"530","31",NA
"2324","KIT2324",2019,"Kitimat R","-","M",NA,"550","31",NA
"2325","KIT2325",2019,"Kitimat R","-","M",NA,"723","31",NA
"2326","KIT2326",2019,"Kitimat R","-","M",NA,"587","31",NA
"2327","KIT2327",2019,"Kitimat R","-","M",NA,"547","31",NA
"2328","KIT2328",2019,"Kitimat R","-","M",NA,"535","2M",NA
"2329","KIT2329",2019,"Kitimat R","-","J",NA,"460","31",NA
"2330","KIT2330",2019,"Kitimat R","-","M",NA,"680","41",NA
"2331","KIT2331",2019,"Kitimat R","-","M",NA,"680","41",NA
"2332","KIT2332",2019,"Kitimat R","-","M",NA,"537","31",NA
"2333","KIT2333",2019,"Kitimat R","-","M",NA,"522","31",NA
"2334","KIT2334",2019,"Kitimat R","-","J",NA,"484","31",NA
"2335","KIT2335",2019,"Kitimat R","-","M",NA,"595","31",NA
"2336","KIT2336",2019,"Kitimat R","-","M",NA,"663","41",NA
"2337","KIT2337",2019,"Kitimat R","-","M",NA,"570","31",NA
"2338","KIT2338",2019,"Kitimat R","-","J",NA,"490","31",NA
"2339","KIT2339",2019,"Kitimat R","-","M",NA,"605","-",NA
"2340","KIT2340",2019,"Kitimat R","-","M",NA,"552","31",NA
"2341","KIT2341",2019,"Kitimat R","-","M",NA,"637","41",NA
"2342","KIT2342",2019,"Kitimat R","-","M",NA,"526","2M",NA
"2343","KIT2343",2019,"Kitimat R","-","M",NA,"626","3M",NA
"2344","KIT2344",2019,"Kitimat R","-","M",NA,"663","41",NA
"2345","KIT2345",2019,"Kitimat R","-","M",NA,"549","31",NA
"2346","KIT2346",2019,"Kitimat R","-","M",NA,"565","2M",NA
"2347","KIT2347",2019,"Kitimat R","-","M",NA,"530","2M",NA
"2348","KIT2348",2019,"Kitimat R","-","M",NA,"521","31",NA
"2349","KIT2349",2019,"Kitimat R","-","M",NA,"542","31",NA
"2350","KIT2350",2019,"Kitimat R","-","M",NA,"582","2M",NA
"2351","KIT2351",2019,"Kitimat R","-","M",NA,"509","2M",NA
"2352","KIT2352",2019,"Kitimat R","-","M",NA,"522","31",NA
"2353","KIT2353",2019,"Kitimat R","-","M",NA,"662","3M",NA
"2354","KIT2354",2019,"Kitimat R","-","M",NA,"555","2M",NA
"2355","KIT2355",2019,"Kitimat R","-","M",NA,"553","2M",NA
"2356","KIT2356",2019,"Kitimat R","-","M",NA,"566","31",NA
"2357","KIT2357",2019,"Kitimat R","-","M",NA,"519","31",NA
"2358","KIT2358",2019,"Kitimat R","-","M",NA,"540","31",NA
"2359","KIT2359",2019,"Kitimat R","-","M",NA,"590","31",NA
"2360","KIT2360",2019,"Kitimat R","-","M",NA,"512","31",NA
"2361","KIT2361",2019,"Kitimat R","NTD","M",NA,"664","-",NA
"2362","KIT2362",2019,"Kitimat R","183297","F",NA,"710","-",NA
"2363","KIT2363",2019,"Kitimat R","183297","F",NA,"716","-",NA
"2364","KIT2364",2019,"Kitimat R","183297","F",NA,"693","-",NA
"2365","KIT2365",2019,"Kitimat R","183297","F",NA,"718","-",NA
"2366","KIT2366",2019,"Kitimat R","-","F",NA,"641","41",NA
"2367","KIT2367",2019,"Kitimat R","-","F",NA,"709","41",NA
"2368","KIT2368",2019,"Kitimat R","-","M",NA,"532","31",NA
"2369","KIT2369",2019,"Kitimat R","-","M",NA,"517","2M",NA
"2370","KIT2370",2019,"Kitimat R","-","M",NA,"559","31",NA
"2371","KIT2371",2019,"Kitimat R","-","M",NA,"513","31",NA
"2372","KIT2372",2019,"Kitimat R","-","M",NA,"528","31",NA
"2373","KIT2373",2019,"Kitimat R","-","M",NA,"507","2M",NA
"2374","KIT2374",2019,"Kitimat R","-","M",NA,"532","2M",NA
"2375","KIT2375",2019,"Kitimat R","-","M",NA,"536","31",NA
"2376","KIT2376",2019,"Kitimat R","-","M",NA,"575","31",NA
"2377","KIT2377",2019,"Kitimat R","-","M",NA,"651","31",NA
"2378","KIT2378",2019,"Kitimat R","-","M",NA,"538","31",NA
"2379","KIT2379",2019,"Kitimat R","-","M",NA,"560","2M",NA
"2380","KIT2380",2019,"Kitimat R","-","M",NA,"558","31",NA
"2381","KIT2381",2019,"Kitimat R","-","F",NA,"722","51",NA
"2382","KIT2382",2019,"Kitimat R","-","F",NA,"744","41",NA
"2383","KIT2383",2019,"Kitimat R","-","F",NA,"809","52",NA
"2384","KIT2384",2019,"Kitimat R","-","F",NA,"749","41",NA
"2385","KIT2385",2019,"Kitimat R","-","F",NA,"681","41",NA
"2386","KIT2386",2019,"Kitimat R","-","F",NA,"744","3M",NA
"2387","KIT2387",2019,"Kitimat R","-","F",NA,"705","51",NA
"2388","KIT2388",2019,"Kitimat R","-","F",NA,"759","41",NA
"2389","KIT2389",2019,"Kitimat R","-","F",NA,"698","41",NA
"2390","KIT2390",2019,"Kitimat R","-","F",NA,"726","41",NA
"2391","KIT2391",2019,"Kitimat R","-","F",NA,"681","41",NA
"2392","KIT2392",2019,"Kitimat R","-","F",NA,"676","41",NA
"2393","KIT2393",2019,"Kitimat R","-","F",NA,"736","41",NA
"2394","KIT2394",2019,"Kitimat R","-","F",NA,"701","3M",NA
"2395","KIT2395",2019,"Kitimat R","-","F",NA,"701","41",NA
"2396","KIT2396",2019,"Kitimat R","-","F",NA,"751","3M",NA
"2397","KIT2397",2019,"Kitimat R","183690","F",NA,"730","-",NA
"2398","KIT2398",2019,"Kitimat R","184188","M",NA,"502","-",NA
"2399","KIT2399",2019,"Kitimat R","184188","M",NA,"538","-",NA
"2400","KIT2400",2019,"Kitimat R","-","M",NA,"531","31",NA
"2401","KIT2401",2019,"Kitimat R","-","M",NA,"537","31",NA
"2402","KIT2402",2019,"Kitimat R","-","M",NA,"565","31",NA
"2403","KIT2403",2019,"Kitimat R","-","M",NA,"593","31",NA
"2404","KIT2404",2019,"Kitimat R","183084","J",NA,"470","-",NA
"2405","KIT2405",2020,"Kitimat R","183085","M",NA,NA,NA,NA
"2406","KIT2406",2020,"Kitimat R","185266","M",NA,"517",NA,NA
"2407","KIT2407",2020,"Kitimat R","184476","M",NA,"506",NA,NA
"2408","KIT2408",2020,"Kitimat R","184476","M",NA,"579",NA,NA
"2409","KIT2409",2020,"Kitimat R","184476","M",NA,"552",NA,NA
"2410","KIT2410",2020,"Kitimat R","184476","M",NA,"563",NA,NA
"2411","KIT2411",2020,"Kitimat R","185266","M",NA,"595",NA,NA
"2412","KIT2412",2020,"Kitimat R","184476","M",NA,"514",NA,NA
"2413","KIT2413",2020,"Kitimat R","184476","M",NA,"503",NA,NA
"2414","KIT2414",2020,"Kitimat R","184476","M",NA,"525",NA,NA
"2415","KIT2415",2020,"Kitimat R","184476","M",NA,"542",NA,NA
"2416","KIT2416",2020,"Kitimat R","184476","M",NA,"554",NA,NA
"2417","KIT2417",2020,"Kitimat R","184772","M",NA,"594",NA,NA
"2418","KIT2418",2020,"Kitimat R","184772","M",NA,"579",NA,NA
"2419","KIT2419",2020,"Kitimat R","184773","M",NA,"558",NA,NA
"2420","KIT2420",2020,"Kitimat R","184773","M",NA,"575",NA,NA
"2421","KIT2421",2020,"Kitimat R","185266","M",NA,"564",NA,NA
"2422","KIT2422",2020,"Kitimat R","185878","J",NA,"312",NA,NA
"2423","KIT2423",2020,"Kitimat R","184476","M",NA,"503",NA,NA
"2424","KIT2424",2020,"Kitimat R","184476","M",NA,"527",NA,NA
"2425","KIT2425",2020,"Kitimat R","184772","M",NA,"527",NA,NA
"2426","KIT2426",2020,"Kitimat R","184773","M",NA,"590",NA,NA
"2427","KIT2427",2020,"Kitimat R","184773","M",NA,"569",NA,NA
"2428","KIT2428",2020,"Kitimat R","184773","J",NA,"494",NA,NA
"2429","KIT2429",2020,"Kitimat R","185266","M",NA,"572",NA,NA
"2430","KIT2430",2020,"Kitimat R","184772","M",NA,"590",NA,NA
"2431","KIT2431",2020,"Kitimat R","184772","M",NA,"515",NA,NA
"2432","KIT2432",2020,"Kitimat R","183085","M",NA,"627",NA,NA
"2433","KIT2433",2020,"Kitimat R","184476","M",NA,"570",NA,NA
"2434","KIT2434",2020,"Kitimat R","184476","J",NA,"498",NA,NA
"2435","KIT2435",2020,"Kitimat R","184476","M",NA,"535",NA,NA
"2436","KIT2436",2020,"Kitimat R","184476","M",NA,"566",NA,NA
"2437","KIT2437",2020,"Kitimat R","184476","M",NA,"522",NA,NA
"2438","KIT2438",2020,"Kitimat R","184772","M",NA,"588",NA,NA
"2439","KIT2439",2020,"Kitimat R","184773","M",NA,"510",NA,NA
"2440","KIT2440",2020,"Kitimat R","184773","M",NA,"558",NA,NA
"2441","KIT2441",2020,"Kitimat R","185266","M",NA,"576",NA,NA
"2442","KIT2442",2020,"Kitimat R","NTD","M",NA,"622",NA,NA
"2443","KIT2443",2020,"Kitimat R","184476","M",NA,"566",NA,NA
"2444","KIT2444",2020,"Kitimat R","184773","M",NA,"529",NA,NA
"2445","KIT2445",2020,"Kitimat R","185266","M",NA,"574",NA,NA
"2446","KIT2446",2020,"Kitimat R","184476","M",NA,"555",NA,NA
"2447","KIT2447",2020,"Kitimat R","184476","M",NA,"558",NA,NA
"2448","KIT2448",2020,"Kitimat R","184476","M",NA,"540",NA,NA
"2449","KIT2449",2020,"Kitimat R","184476","M",NA,"546",NA,NA
"2450","KIT2450",2020,"Kitimat R","184772","M",NA,"598",NA,NA
"2451","KIT2451",2020,"Kitimat R","185266","M",NA,"598",NA,NA
"2452","KIT2452",2020,"Kitimat R","185266","M",NA,"548",NA,NA
"2453","KIT2453",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2454","KIT2454",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2455","KIT2455",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2456","KIT2456",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2457","KIT2457",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2458","KIT2458",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2459","KIT2459",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2460","KIT2460",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2461","KIT2461",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2462","KIT2462",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2463","KIT2463",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2464","KIT2464",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2465","KIT2465",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2466","KIT2466",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2467","KIT2467",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2468","KIT2468",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2469","KIT2469",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2470","KIT2470",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2471","KIT2471",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2472","KIT2472",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2473","KIT2473",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2474","KIT2474",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2475","KIT2475",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2476","KIT2476",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2477","KIT2477",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2478","KIT2478",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2479","KIT2479",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2480","KIT2480",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2481","KIT2481",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2482","KIT2482",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2483","KIT2483",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2484","KIT2484",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2485","KIT2485",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2486","KIT2486",2020,"Kitimat R","184476","J",NA,"497",NA,NA
"2487","KIT2487",2020,"Kitimat R","183084","F",NA,"719",NA,NA
"2488","KIT2488",2020,"Kitimat R","183084","M",NA,"637",NA,NA
"2489","KIT2489",2020,"Kitimat R","183085","M",NA,"654",NA,NA
"2490","KIT2490",2020,"Kitimat R","NTD","M",NA,"682",NA,NA
"2491","KIT2491",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2492","KIT2492",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2493","KIT2493",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2494","KIT2494",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2495","KIT2495",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2496","KIT2496",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2497","KIT2497",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2498","KIT2498",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2499","KIT2499",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2500","KIT2500",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2501","KIT2501",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2502","KIT2502",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2503","KIT2503",2020,"Kitimat R","184476","M",NA,"516",NA,NA
"2504","KIT2504",2020,"Kitimat R","183084","F",NA,"669",NA,NA
"2505","KIT2505",2020,"Kitimat R","183587","F",NA,"646",NA,NA
"2506","KIT2506",2020,"Kitimat R","NTD","J",NA,"473",NA,NA
"2507","KIT2507",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2508","KIT2508",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2509","KIT2509",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2510","KIT2510",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2511","KIT2511",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2512","KIT2512",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2513","KIT2513",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2514","KIT2514",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2515","KIT2515",2020,"Kitimat R","184476","M",NA,"535",NA,NA
"2516","KIT2516",2020,"Kitimat R","184476","M",NA,"523",NA,NA
"2517","KIT2517",2020,"Kitimat R","184772","M",NA,"543",NA,NA
"2518","KIT2518",2020,"Kitimat R","184772","M",NA,"535",NA,NA
"2519","KIT2519",2020,"Kitimat R","184773","M",NA,"573",NA,NA
"2520","KIT2520",2020,"Kitimat R","185266","M",NA,"591",NA,NA
"2521","KIT2521",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2522","KIT2522",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2523","KIT2523",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2524","KIT2524",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2525","KIT2525",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2526","KIT2526",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2527","KIT2527",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2528","KIT2528",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2529","KIT2529",2020,"Kitimat R","-","M",NA,NA,NA,NA
"2530","KIT2530",2020,"Kitimat R","183084","F",NA,"704",NA,NA
"2531","KIT2531",2020,"Kitimat R","183085","F",NA,"742",NA,NA
"2532","KIT2532",2020,"Kitimat R","183587","F",NA,"655",NA,NA
"2533","KIT2533",2020,"Kitimat R","184476","M",NA,"528",NA,NA
"2534","KIT2534",2020,"Kitimat R","184772","M",NA,"520",NA,NA
"2535","KIT2535",2020,"Kitimat R","184772","M",NA,"544",NA,NA
"2536","KIT2536",2020,"Kitimat R","185266","M",NA,"542",NA,NA
"2537","KIT2537",2020,"Kitimat R","183084","F",NA,"652",NA,NA
"2538","KIT2538",2020,"Kitimat R","183085","F",NA,"760",NA,NA
"2539","KIT2539",2020,"Kitimat R","184476","M",NA,"515",NA,NA
"2540","KIT2540",2020,"Kitimat R","184476","M",NA,"526",NA,NA
"2541","KIT2541",2020,"Kitimat R","184476","M",NA,"546",NA,NA
"2542","KIT2542",2020,"Kitimat R","184772","M",NA,"604",NA,NA
"2543","KIT2543",2020,"Kitimat R","184773","M",NA,"542",NA,NA
"2544","KIT2544",2020,"Kitimat R","184773","M",NA,"548",NA,NA
"2545","KIT2545",2020,"Kitimat R","NTD","M",NA,"583",NA,NA
"2546","KIT2546",2020,"Kitimat R","-","F",NA,NA,NA,NA
"2547","KIT2547",2020,"Kitimat R","-","F",NA,NA,NA,NA
